4.2	Прозрачный пластиковый стул перед книжным шкафом.	Прозрачный пластиковый стул перед книжными полками.
3	На собаке серый пиджак.	Собака лежит в пиджаке для домашних животных.
4	Овца стоит на склоне холма.	Большая овца, стоящая на холме.
3.8	Черно-белая корова стоит на травяном поле.	черно-белая корова, стоящая на поле.
4.8	Синий и красный самолет в воздухе.	Синий и красный самолет в полете.
1	Женщина в черном бикини и джинсах.	Женщина в черной шляпе стоит у метро.
2.2	Девочка на коричневой лошади.	Джокей одет в фиолетовый и едет на коричневой лошади.
3.2	Мужчина стоит перед желтым корветом.	Мужчина стоит рядом с желтой спортивной машиной.
1.2	Трое мужчин позируют в палатке.	Трое мужчин едят на кухне.
0	Человек сидит на траве и смотрит в небо.	Человек стоит на тротуаре перед лошадью.
2.8	Мужчина позирует перед большим фонтаном со статуей на вершине.	Мужчина в синей рубашке стоит перед фонтаном.
0	Маленькая собачка защищает своего хозяина.	Задняя часть знака остановки украшена наклейками.
0.6	Дети смотрят на овец.	Ребенок доит корову снаружи.
0.4	Белый кот стоит на ковре.	Овца, стоящая в лесу.
5	Плоский телевизор на полу.	Телевизор с плоским экраном лежит на полу.
2.4	Близкий план серой кошки с зелеными глазами.	Крупный план кошки на кремовом диване.
0	Две коричневые лошади стоят на травяном поле.	Двое мужчин плывут на маленьком паруснике.
1.4	Две овцы стоят в дверном проеме.	Два барана стоят на снежной земле.
4.2	Поезд на железнодорожной станции.	Поезд стоит на вокзале.
4	Комната с несколькими мониторами.	Комната с четырьмя компьютерными мониторами подряд.
0.4	Очередь возле книжного магазина на улице.	Желтый мотоцикл припаркован на улице.
0	Поезд спускается по рельсам вдоль ограждения.	Собака на полу смотрит на кота на заборе.
1.8	Пассажирский самолет сидит на взлетно-посадочной полосе.	Большой пассажирский самолет летит близко к земле.
0.2	маленькая девочка смеется в камеру.	Белая корова с большими ушами смотрит в камеру.
0.4	Старая зеленая бутылка лежит на столе.	Трое мужчин в костюмах сидят за столом.
3.4	Три молодых женщины стоят в одной комнате.	Три темноволосых девушки в белых, красных и черных свитерах.
1.2	Черно-белое фото любовницы.	Черно-белый снимок старой железнодорожной станции.
3.8	Сзади стоп-знака с множеством наклеек.	На обратной стороне таблички с наклейками.
3	Две белые лошади смотрят через забор.	Две лошади стоят в загоне.
3.2	Гостиная или спальня с большим экраном.	Гостиная с горячей мебелью и телевизором.
0	Черно-белые коровы останавливаются перед воротами.	Белый самолет летит по небу.
4	Черно-белая корова стоит на травяном поле.	Черно-белая рогатая корова стоит на поле.
2.6	Две женщины сидят на стульях.	Две женщины сидят в кафе.
5	Красный двухэтажный автобус едет по дороге.	Красный двухэтажный автобус едет по улице.
4.2	черно-белый снимок кошки, лежащей.	Черно-белое изображение кошки, лежащей на ковре.
4.2	Мужчина и женщина стоят, улыбаясь перед камерой.	Мужчина и женщина позируют для камеры.
3	Оранжево-белый кот спит на кожаном стуле.	Краснокожий кот сидит на офисном стуле.
1.6	Белый кот стоит на ковре.	Красивый белый полосатый кот с висящей головой на столе.
0.2	Серый и белый домашний кот лежит на столе.	Мужчина и его велосипед лежат на зеленой траве.
3	Белая птица с длинными оранжевыми ногами стоит у озера.	Большая белая птица с длинным оранжевым клювом стоит на берегу.
0	Женщина позирует перед многоквартирным домом в снегу.	Белый автобус припаркован в траве перед зданием.
4.6	Молодая женщина с браслетом носит бикини и джинсы.	Женщина в джинсах, темном бикини и браслете.
3.2	Красный поезд едет через покрытый снегом город.	Поезд едет по рельсам в снегу.
0	Стол и стулья в комнате с картиной на стене и потолочным вентилятором.	Школьный автобус едет по дороге с зелеными деревьями и травой на заднем плане.
0	Черная птица сидит на земле.	Спина свиньи под деревом с коровой на заднем плане.
3.4	Мужчина сидит скрещенными ногами на кровати и смотрит маленький телевизор.	Мужчина сидит на кровати очень близко к небольшому телевизору.
3.2	На взлетно-посадочной полосе находится самолет Das Air Cargo.	Пассажирский самолет припаркован на взлетно-посадочной полосе.
4.2	Фары на синей машине.	Крупный снимок фары синей машины.
4	Кошка спит на фиолетовой простыне.	Черно-белый кот спит на фиолетовом одеяле.
2.4	Пассажирский поезд въезжает на станцию.	Пассажирский поезд сидит на станции.
1.2	Крупный план кошки на кремовом диване.	Крупный план лошади.
3	Три велосипедиста переходят мост в городе.	Велосипедисты пересекают мост под дождем.
4.4	Красно-белый автобус едет по улице Англии.	Красно-белый английский автобус едет по улице.
0	Самолет, смотрящий в камеру.	Одинокая корова сидит на холоде во дворе.
3.2	Женщина на коричневой лошади.	Человек в белом на коричневой лошади.
3.8	Джокей верхом на лошади.	Джокей едет на лошади в загоне.
3.4	Две собаки сливаются с животными.	Две собаки сидят на диване с множеством плюшевых животных.
4.4	Кухня с деревянными шкафами и обеденным столом.	Кухня с деревянными шкафами и мебелью.
4	Поезд едет по рельсам.	Поезд едет по рельсам в сельской местности.
3.4	Мотоцикл припаркован рядом со стеной, покрытой граффити сцены городского пейзажа.	Мотоцикл припаркован у городской фрески вечером.
4.4	Кто-то стоит на заснеженной горе и смотрит на самолет.	Мужчина стоит на горе и смотрит на самолет.
1.8	Птицы плавают в воде.	Птицы летают низко над водой.
3.2	Птица машет крыльями в воде.	Большая черная птица сидит в воде.
2	Черная собака смотрит в камеру.	Черно-белый бык смотрит в камеру.
3.2	Круизный лайнер пришвартовался в порту.	Круизный корабль пришвартовался у побережья.
2	Красный двухэтажный автобус на переполненной улице.	Белый автобус частично застрял в снегу на общественной улице.
4.8	Женщина разводит собаку в огороженном районе.	Женщина ласкает собаку во дворе с воротами.
2.2	Черно-белый кот играет с одеялом.	Черно-белая кошка попадает в корзину из пряжи.
3.2	Мужчина на горном велосипеде спускается по склону.	Это человек, катающийся на горном велосипеде по скалам в ясный день.
3.8	Кошка лежит на офисном стуле.	Краснокожий кот сидит на офисном стуле.
2.6	Группа лошадей пасется в поле.	Коричневая лошадь пасется на поле зеленой травы.
0	Группа людей выпивает.	Ряд локомотивов на боковой дорожке в поле.
0	Две собаки в огороженном питомнике смотрят вперед.	Две женщины позируют в столовой с ребенком.
3.4	Три овцы на грунтовой дороге с пассажирского автомобиля.	Три овцы посреди гравийной дороги.
1	Желто-синий самолет летит по небу.	Девять красно-белых самолетов летают в формации, за ними дым.
4	Поезд стоит на вокзале.	Синий поезд на вокзале.
0	Поезд сидит на рельсах рядом с полем.	Ребёнок сидит в траве.
4.4	Красный двухэтажный автобус принимает пассажиров.	Красный двухэтажный автобус берет больше пассажиров в городе.
0	Два парня сидят на диване с пивом в руках, а девушка лежит у них на коленях.	Две женщины смотрят на улицу со своими велосипедами, чтобы увидеть, когда они могут пересечь.
2.8	Две женщины на кухне смотрят на предмет.	Две женщины на кухне, одна фотографирует.
2.8	Бегущая гоночная лошадь без всадника.	Лошадь, галопирующая с номером 4.
0.8	Паровая машина и поезд движутся к камере.	Большая хищная птица летит к камере.
4.8	Группа лошадей пасется в поле.	Группа лошадей пасется на травянистом поле.
4.2	Черно-белая фотография стеклянной бутылки кока-колы.	Это черно-белое изображение небольшой бутылки кока-колы.
3.2	Маленькая птичка сидит на ледяной ветке.	Желтая птица, сидящая на ветке.
4	Несколько человек на мотоциклах на рыночной площади.	Люди на мотоциклах на городской улице.
2.2	Три овцы на грунтовой дороге с пассажирского автомобиля.	Три овцы на грунтовой дороге застрелены из машины.
3.2	Мальчик в очках печатает на компьютере.	Мальчик смотрит на экран компьютера.
4.2	Группа людей позирует с двумя мужчинами, одетыми как Элвис.	Группа людей, стоящих с двумя другими людьми, одетыми как Элвис.
3.2	Красный грузовик поворачивает их шины, в то время как черный покидает рамку.	Красный грузовик, скручивающий шины и излучающий дым сзади.
2.4	Гостиная с столом, стулом и диваном рядом с большой ладонью.	Гостиная с синим диваном, кроватью, деревянной скамейкой и комодом.
3.4	Улыбающаяся женщина с маленьким ребенком в руках.	женщина, сидящая на диване с ребенком в руках.
0	Заправка Esso с деревьями на заднем плане.	Двое полицейских стоят за фургоном с автобусом на заднем плане.
4.2	Четыре голубых и желтых самолета летают над четырьмя лодками.	Четыре синих и желтых самолета в полете.
0	Лошадь, стоящая возле ворот с другой лошадью на заднем плане.	Группа речных барж с деревьями на заднем плане.
2.4	Три бутылки на столе.	Старая зеленая бутылка лежит на столе.
4.4	Два мальчика сидят друг против друга за столом, и один указывает на другого.	Два человека сидят друг против друга за столом, пока один указывает на другого.
1.4	Паровая машина спускается по железнодорожным путям возле деревьев.	Поезд на железнодорожной станции.
4.2	Поезд на железнодорожной станции.	Поезд припаркован на железнодорожной станции.
0.8	Две белые собаки плавают в воде.	Птицы плавают в воде.
3.4	Попугай толкает маленькую тележку с покупками.	Белая птица управляет тележкой для покупок.
0.4	женщина, сидящая на диване с ребенком в руках.	Птица сидит на бревне в озере.
4.2	Мужчина в жёлтом каноэ гребёт по воде.	Мужчина гребёт на желтом каноэ к берегу.
3.6	Две птицы летают к водонапорщику.	Две птицы летают рядом с кормушками.
1.6	Две коровы стоят на большом поле.	Лошадь стоит в поле.
3.4	Бутылки пива, выстроенные на полу.	Ряд бутылок пива на полу.
2.4	Две женщины сидят снаружи и смеются.	Две женщины стоят у автобуса.
4	Группа овец пасется на холме.	Группа овец на холме.
2	Мужчина стоит перед поездом.	Мужчина стоит перед возвышенной статуей.
1	Паровая машина и поезд движутся к камере.	Белая овца на склоне холма смотрит в камеру.
4.4	Две женщины позируют перед камерой и делают знак "пальцы вверх".	Две улыбающиеся молодые женщины поднимают большие пальцы.
4.8	Женщина держит маленького ребенка, сидя на диване.	женщина, сидящая на диване с ребенком в руках.
4	Красный двухэтажный автобус Юнайтед на городской улице.	Красный двухэтажный автобус едет по дороге.
1	Две женщины сидят на коричневом диване.	Две женщины стоят у автобуса.
3.2	Серый кот с зелеными глазами смотрит в камеру.	Серый, черный и белый кот, смотрящий в камеру.
0	Птица сидит на ветке.	Овца стоит под деревьями.
3.8	Группа людей сидит за столом в ресторане.	Два человека сидят за столом в ресторане.
2.4	Черно-белая корова стоит на траве на фоне частично облачного синего неба.	Две черно-белые коровы за металлическими воротами на фоне частично облачного синего неба.
1.6	Коричневая и белая корова в поле, смотрящая в камеру.	Черно-белый кот смотрит в камеру.
3.2	Парень на белом коне.	Человек на белом коне на арене.
4.6	Две молочные коровы пьют из пруда.	Две коровы пьют из пруда.
2.4	В загоне несколько стриженных овец.	Три белых овцы в загоне.
3.2	Черно-белая корова стоит рядом с кучей снега.	черно-белая корова, стоящая на поле.
5	Черная собака лежит в траве.	Черная собака лежит на траве.
3.4	Домашнее офисное помещение с ярко зелеными стенами и произведениями искусства.	Офис с несколькими столами и зелеными стенами.
4.6	Большой белый круизный корабль, плавающий на воде.	Большой круизный корабль, плывущий по воде.
4.2	Двое молодых людей сидят за столом рядом с раздвижной стеклянной дверью, и один из них указывает на другого.	Два человека сидят друг против друга за столом, пока один указывает на другого.
4	Черно-белая фотография человека за рулем машины и человека на мотоцикле.	Черно-белая фотография человека в классической машине и человека на классическом мотоцикле.
2.2	Мужчина и женщина держатся за руки и идут по пляжу.	Мужчина с бородой и шапочкой и мальчик идут по берегу океана.
1.2	10 овец смотрят в камеру.	Кот, лежащий на спине и смотрящий в камеру.
1.4	Черно-белая собака смотрит в камеру.	Маленький черно-белый козел в загоне смотрит в камеру.
0	Черный стол с белым пушистым стулом.	Женщина с ребенком.
2.2	Красный двухэтажный автобус принимает пассажиров.	Красный двухэтажный автобус едет по улице.
3.4	Парусная лодка плывет по воде.	Парусная лодка плывет в пасмурный день.
4.2	Голубая птица сидит на перчатой руке человека.	Птица сидит на перчатой руке человека.
3	Три человека находятся у воды в желтых каноэ.	Три человека готовятся к каноэ.
3.6	Девочка на бело-коричневой лошади.	Девочка на коричневой лошади.
1	В основном черный поезд на рельсах.	Машина припаркована перед железнодорожными путями.
0	Маленький мальчик красится красно-синим карандашом.	Молодая блондинка в верховом снаряжении сидит на серой и белой лошади.
4.2	Два лысых орла сидят на ветке.	Два орла сидят на ветке.
0	Рюкзак стоит рядом с поездом.	Социальное собрание людей в ресторане.
0.8	Группа людей в гостиной.	Группа из четырех человек проходит мимо гигантского гриба.
0	Малард и прирученная белая утка на траве рядом с водой.	Маленький ребенок в розовом платье сидит на столе.
0	Кошка сидит между двумя велосипедами перед дверью.	Чем лошадь, стоящая на поле перед забором.
0	Девушка с красной сумкой стоит на улице.	Черная собака пялится на овцу.
3.8	Девушка в верховой шляпе на лошади.	Девушка верхом на коричневой лошади.
3.4	Всадник едет на белом коне.	Женщина на белом коне.
0	Мужчина в бледном шарфе с палкой.	Бегун отдыхает в тени с бутылкой газировки.
3.2	Птица сидит на ветке.	Красно-коричневая птица сидит на ветвях.
4.2	Длинный поезд стоит на железнодорожных путях.	Поезд на железнодорожных путях.
3	Черно-коричневая собака смотрит на черную овцу.	Черная собака смотрит на коричневую овцу в загоне.
2.8	Комната с несколькими компьютерами и картинами на стене.	Домашний офис с тремя компьютерными мониторами и другим оборудованием на столе.
0	Очень ретро гостиная с телевизором в ней.	Серый кот лежит на деревянном столе.
1	Черно-белая фотография коровы, идущей под деревом в поле.	Черно-белая собака смотрит в камеру.
4.2	Серебряный AreoMexico Jet Liner сидит на взлетной полосе.	Серебряный самолет "Аэромексико" на взлетно-посадочной полосе.
3.4	Человек на мотоцикле прыгает очень высоко.	Человек на мотоцикле, прыгающий с неба за спиной.
2.6	Девушка в верховой шляпе на лошади.	Девочка на коричневой лошади.
4.2	Два человека плывут на маленькой белой парусной лодке.	Пара плывёт на маленьком паруснике.
0.8	Белый самолет припаркован на цементе.	Синий мотоцикл припаркован на тротуаре.
0	Группа людей позирует в меховых шляпах.	Группа велосипедистов в зелено-белом с зрителями.
0.8	Три коровы пасутся на поле.	Несколько овец пасутся в поле.
2.6	Машина сходит с дороги на улицу.	Серебряная машина припаркована на обочине дороги перед холмами.
4.8	Мужчина сидит за грязным столом и использует ноутбук.	Мужчина сидит и смотрит на ноутбук на грязном столе.
1.4	Черная домашняя кошка лежит на коричневом столе.	Серый кот лежит на обеденном столе.
3	Обеденный стол с свечами, вином и чайником.	На деревянном столе установлены свечи, вино и фиолетовая пластиковая чаша.
3.2	Четыре ребенка смотрят на животных из сарая.	Дети смотрят на овец.
1.8	Черно-белая кошка играет с шерстяной корзиной.	Черно-белый кот лежит на одеяле.
3.2	В спокойной воде отражаются два человека, греблящие на красном каноэ.	Два человека в красном каноэ на чистом озере.
3.8	Мало одетая женщина стоит рядом с машиной.	Мало одетая женщина стоит рядом с маленькой красной машиной.
2.2	Красный двухэтажный автобус принимает пассажиров.	Красный двухэтажный автобус с открытым капотом.
3.8	Мужчина сидит скрещенными ногами, одет в плащ и держит палку.	Мужчина сидит скрещенными ногами в коричневой ткани и держит деревянную палку.
0	На столе сидит статуя Будды, держащая свечу.	Человек рыбачит на маленькой лодке на озере.
2.6	Две черно-белые собаки внизу лестницы.	Собака лежит внизу лестницы рядом с другой стоящей собакой.
2	Три человека сидят за обеденным столом и улыбаются в камеру.	Две пожилые женщины сидят за обеденным столом с мужчиной.
2.8	Многоцветный поезд на рельсах.	В основном черный поезд на рельсах.
2.2	Бело-красный автобус едет по улице.	Красный автобус стоит на улице.
3.2	Красно-синий самолет летит с спущенными шасси.	Истребитель Второй мировой войны с спущенным шасси.
3	Маленькая лодка спускается по ручью.	лодка движется по реке.
3	Четыре женщины и два мужчины сидят за длинным столом в ресторане.	Группа людей сидит за столом в итальянском ресторане.
2.8	Старый деревянный парусник в океане.	На пирсе припарковано старинное деревянное парусное судно.
0	Две козы стоят в поле у дерева.	Большая лодка тянет маленькую белую лодку.
0	Мужчина сидит скрещенными ногами на траве, с деревом на заднем плане.	Океанский лайнер рядом с побережьем с домами на заднем плане.
3	Черно-белое фото гостиной с большим окном, диваном и стулом.	Черно-белая сцена в хорошо обставленной комнате с видом на лес.
3.6	Близкий взгляд на коричневую лошадь с голубым хомутом.	Близкий снимок лошади в голубом колпаке.
2.6	Большая черная птица сидит в воде.	Птицы плавают в воде.
3.4	Крупный план кошки на кремовом диване.	Сиамский кот, отдыхающий на белом диване.
2.25	Человек прыгает на велосипеде и делает трюк.	Человек, едущий на мотоцикле на открытом воздухе.
4	Желтый школьный автобус припаркован в сельской местности.	Желтый школьный автобус, припаркованный на поле.
3.2	Собака-мужчина сидит на желтом стуле рядом с зеленым мусорным контейнером.	Бульдог сидит на желтом стуле рядом с большим контейнером для мусора.
0	Женщина сидит на красном мотоцикле.	Белая овца стоит на зеленом холме.
4.2	Овца, стоящая на столе на аукционе.	Шерстяные овцы в аукционном доме.
0	Крупный план черного железнодорожного двигателя.	Близкий план белой овцы с черной головой.
4	Оранжево-белый кот спит на кожаном стуле.	Оранжево-белый кот лежит на одеяле в черном кожаном кресле.
3	По его рельсам ездит поезд.	Поезд спускается по рельсам, между двумя рядами деревьев.
1.8	Два человека на лодке, плывущей по воде.	Деревянная яхта на океане.
3.8	Черно-белая корова стоит на травяном поле.	Черно-белая рогатая корова стоит на поле.
4	Красный двухэтажный автобус Юнайтед на городской улице.	Двухэтажный автобус едет по городской улице.
2.6	Две кошки сидят на диване и смотрят в окно.	Кошка смотрит в окно.
2.6	Телевизор и письменный стол в гостиничном номере с подсветкой.	Телевизор и ноутбук включены в гостиничном номере.
2.8	Человек на маленьком велосипеде.	Мужчина катается на велосипеде.
4.6	Три козла окружены собакой.	За тремя козами гонится собака.
0.4	Женщина в морском платье режет торт на белом столе.	Человек, носящий шлем, сидит на велосипеде в солнечный день.
0	Мужчина, катающийся на горном велосипеде.	Женщина позирует у столба с надписью U2.
3.8	Погоряченный щенок на ковре.	Загорелый щенок лежит на белом ковре.
4	Черный поезд движется по рельсам.	Поезд едет по рельсам.
1	Близкий снимок бело-фиолетового мотоцикла.	Близкий снимок стола с компьютером и бумагами на нем.
3.8	Молодая девушка на коричневой лошади.	Женщина на коричневой лошади.
3.4	Черная собака, стоящая на траве.	Длинноволосая собака стоит в травянистой лесистой местности.
0	Две женщины на кухне смотрят на предмет.	Трое мужчин в костюмах сидят за столом.
2.2	Две женщины позируют с ребенком.	Женщина позирует с ребенком.
2.8	Группа людей, сидящих за столом с едой.	Четыре человека сидят в гостиной. Перекусы.
5	Поезд на станции.	Поезд на станции.
4	Синий мотоцикл припаркован на тротуаре.	Синий мопед, припаркованный на тротуаре.
4.6	Синяя птица стоит на лужайке.	Синяя птица стоит на зеленой траве.
4.8	Красный двухэтажный автобус на городской улице.	Красный двухэтажный автобус едет по улице.
2.4	Два поезда внутри вокзала.	Поезд стоит на вокзале.
3.8	Женщина верхом на лошади.	Женщина едет на коричневой лошади.
3	Пустой кабинет.	Пустое кресло в кабинете.
2.2	Человек на белом коне.	Женщина с белым конем.
3.8	Поезд спускается по рельсам.	Черный паровой поезд едет по железнодорожным путям.
2.2	Мужчина и две женщины улыбаются в камеру, сидя на синем диване.	Мужчина и женщина, улыбающиеся в камеру, стоя на кухне.
2.2	Мужчина и женщина сидят за столом в ресторане.	Четыре женщины и два мужчины сидят за длинным столом в ресторане.
3.8	Молодой человек в полосатой рубашке держит в руках два велосипеда.	Молодой рыжеволосый мужчина с двумя велосипедами возле пляжа.
3.4	Большой круизный корабль в гавани с деревьями позади.	Круизный корабль пришвартовался у побережья.
4	Белый самолет на взлетно-посадочной полосе.	Белый швейцарский самолет приближается к взлетно-посадочной полосе.
3.8	Две коровы пересекают дорогу.	Две коровы пересекают мощеную улицу.
4	Несколько коров пасутся на средней стороне дороги.	Пять коров пасутся на траве между двумя дорогами.
2.2	Телевизор, мягкий стул и кофейная конюшня в светлой комнате.	Кожаный диван и деревянный стол в гостиной.
0	Белые утки стоят на земле.	Женщина в черной шляпе стоит у метро.
4.2	Черная корова и коричневая корова стоят на равнине перед выкорчеванным деревом.	Черная корова и коричневая корова стоят перед небольшим кустом деревьев на поле.
3.6	Красный двухэтажный автобус едет по улице.	Двухэтажный автобус на городской улице.
3.2	Группа людей ест за столом снаружи.	Группа людей сидит за столом в ресторане.
1.2	Загорелая корова с ушными метками на травяном поле.	Человек в травянистом поле ухаживает за овцами.
1.2	Близкий обзор передней части фиолетово-белого мотоцикла.	Близкий снимок задней части красной спортивной машины.
4.6	Две женщины покупают в магазине одежды.	Две женщины в магазине одежды.
4.6	Группа людей сидит за столом в ресторане.	Группа людей сидит за столом в ресторане.
0	Близкий план головы коричневой лошади.	Близкий план желтого школьного автобуса.
0	Человек в красной шапочке стоит рядом с кирпичной опорой.	Коричневая лошадь стоит на траве и кустарнике.
2.6	Маленький жеребец гуляет рядом со своей матерью по травяному полю.	Крупный снимок молодой лошади, идущей рядом с более крупной лошадью.
3.8	Женщина, стоящая рядом с коричневой коровой.	Женщина в очках стоит рядом с коровой в поле.
3.6	Две кошки сидят на диване и смотрят в окно.	Две кошки смотрят в окно.
3.6	Собака выскочила из грузовика.	Собака подглядывает из фургона.
3.8	Женщина в синем платье перерезает еду.	Женщина в синем платье разрезает торт.
3.6	Черно-белый кот смотрит в камеру.	Серый, черный и белый кот, смотрящий в камеру.
3.2	Две брюнетки сидят на красном и желтом мотоцикле с коляской.	Пара позирует на красно-желтом мотоцикле.
3.6	Маленький белый кот стоит в раковине.	Серая и белая кошка сидят в раковине в ванной.
3.6	Мужчина на заднем сиденье красного велосипеда.	Мужчина один на заднем сиденье тандемного велосипеда.
4	Маленькая собачка носит свитер и смотрит в камеру.	Маленькая белая собачка в пиджаке смотрит в камеру.
0.4	Двое мужчин стоят в траве и смотрят на машину.	Две женщины сидят на стульях в магазине.
4	Компьютер на столе.	Компьютер, работающий на столе.
1.6	Маленький ребенок улыбается в камеру.	Маленький ребенок сидит на бетонной стене рядом с белым цветом.
2.4	Маленькая птичка, плавающая в воде.	Утка, плавающая в воде.
0	Женщина стоит перед зданием в снегу.	Две женщины и ребенок позируют перед столовой.
3.8	Белый автобус с надписью "Джулия" рядом с водой и большим кораблем.	Белый автобус с водой и баргой на заднем плане.
3.8	Домашнее офисное помещение с ярко зелеными стенами и произведениями искусства.	Небольшое офисное помещение с ярко-зелеными стенами.
2.6	Старый синий и белый поезд на рельсах.	Синий поезд в горной местности.
1.6	Девочка сидит на столе.	Женщина с улыбающимся ребенком, сидящим на столе.
5	Зеленая машина, припаркованная в салоне.	Зеленая машина, припаркованная возле салона.
4	Желтая лодка на пляже.	Желтая лодка на берегу.
4.8	Группа людей, сидящих за столом в ресторане.	Группа людей сидит за столом в ресторане.
3.4	Кухонный уборщик с бумагами, лежащими на синем столе.	Небольшая кухня и беспорядочный стол с голубой скатертью.
3.8	Поезд на станции.	Поезда внутри крытой станции.
4	Серый кот сидит на подоконнике и смотрит в камеру.	Кот стоит на подоконнике и смотрит в камеру.
2.4	Две утки стоят у воды.	Птицы плавают в воде.
2.8	Черно-белая корова в загоне с сенатом.	Черно-белые коровы за забором.
0	Мужчина играет на гитаре, сидя.	Красно-белый автобус едет по дороге.
1.4	Мужчина и женщина позируют для камеры.	Кошка сидит на песке и смотрит в камеру.
4.2	Красный двухэтажный автобус едет по улице.	Двухэтажный автобус на городской улице.
3.6	Зеленый и белый грузовой самолет взлетает с аэропорта.	Бело-зеленый коммерческий самолет взлетает с взлетно-посадочной полосы.
4.6	Три коровы пасутся на травяном поле.	Три коровы пасутся на поле.
2.25	Коричневый поезд стоит на железнодорожных путях.	Белый поезд стоит на рельсах.
0.4	Черно-белая рогатая корова стоит на поле.	Черно-белый снимок кошки, сидящей на диване.
3.6	Две кошки близко друг к другу внутри и черно-белый пушистый корпус.	Два маленьких котенка сидят внутри коровьего купола, покрытого шерстью.
1.6	Крошечный блондин в голубом платье сидит на столе рядом с матерью.	Молодая блондинка в шлеме сидит с красным велосипедом за спиной.
2.6	Группа людей сидит за столом в ресторане.	Группа людей, сидящих за столом на крыльце.
0.4	Черно-белая корова в загоне с сенатом.	Черно-белый кот лежит в грязи.
3.2	Красный двухэтажный автобус.	Передняя и левая стороны красного двухэтажного автобуса.
